compound_id,n_measurements,n_batches,pKD_mean,pKD_std,pKD_min,pKD_max,pKD_range
UNC-ZDG-182-1,2,2,4.787670328812455,0.09372646868393428,4.721395707229377,4.853944950395534,0.13254924316615746
CF-3-188,2,2,4.92635871798887,,4.92635871798887,4.92635871798887,0.0
CF-9-27,4,2,4.411246982617703,0.46505283569775885,4.050177725983363,5.024643791875295,0.9744660658919324
UNC-ZDG-183-2,2,2,5.504495193388115,0.6212914254101357,5.065175813387552,5.9438145733886785,0.8786387600011265
CF-8-52,2,2,4.986587348117473,0.31747919523685725,4.762095656279843,5.211079039955103,0.4489833836752597
UNC-AH-03-007H,4,2,4.7748506533602875,0.20095401559560494,4.600819370861999,4.948881935858576,0.3480625649965763
CF-5-265,4,2,6.166365827302102,3.9137704651245913,3.9745709976157726,12.031650829813412,8.057079832197639
CSC026908472,2,2,3.877780172677559,0.23826699173179933,3.7092999670910847,4.046260378264034,0.33696041117294895
CF-3-199,2,2,3.9997427623363504,0.17514640777248272,3.8758955496999636,4.123589974972737,0.24769442527277352
CF-5-252,4,2,1.7823822266936475,2.7253200490145604,-0.5777701527842611,4.162919542536875,4.7406896953211355
CF-5-208,4,2,4.4067966422948786,0.18004180584223514,4.310709817867768,4.676541815555056,0.36583199768728747
UNC-ZDG-189-5,2,2,4.5723566391847275,0.05964861735514216,4.530178697364504,4.61453458100495,0.08435588364044566
CF-2-203,2,2,4.367896484822999,0.2594871466621709,4.184411363787429,4.551381605858568,0.3669702420711385
UNC-ZDG-79-A(20210526),2,2,1.4676878519401102,4.620311357021211,-1.7993656398028077,4.734741343683028,6.534106983485836
CF-3-200,2,2,4.067595198600875,0.018521902141491322,4.054498235996153,4.080692161205597,0.026193925209444302
UNC-ZDG-182-2,2,2,5.29159695265792,,5.29159695265792,5.29159695265792,0.0
CF-5-240,4,2,5.7743526896088,1.4473178970874268,4.361663746573097,7.022344795917247,2.6606810493441504
UNC-AH-03-007E,2,2,2.8213783695747323,0.17448669503546896,2.697997644288323,2.9447590948611415,0.2467614505728184
UNC-ZDG-150-5,2,2,3.8646635140743824,0.1274659211181041,3.7745314968815813,3.954795531267183,0.18026403438560168
MCULE-9414144954,2,2,2.281304410974258,2.951046139593189,0.19459967407353154,4.368009147874985,4.1734094738014536
CF-9-07,4,2,4.390707668244736,0.44166493186344236,4.011752510794186,4.8430647694036555,0.8313122586094694
CSC027332672,2,2,4.517306190522784,0.756523082421014,3.9823635888187354,5.052248792226832,1.0698852034080968
CF-9-23,4,2,4.621402146602817,0.23310264922327392,4.4203154072791335,4.847658592891443,0.4273431856123091
CF-2-185,2,2,4.1757000488534235,0.24557359453403005,4.0020532948780545,4.349346802828792,0.3472935079507371
CF-4-122,2,2,4.171690745797145,0.6960234356032461,3.6795278546173313,4.663853636976959,0.9843257823596274
CF-9-12,4,2,4.47345680933384,0.11024409769013487,4.34505207179159,4.614501559819755,0.2694494880281644
CSC011400103,2,2,3.592504283421166,0.38061465601796346,3.323369079131879,3.861639487710453,0.5382704085785743
CF-2-179-Fr-1,2,2,4.701178818724809,0.675422340760926,4.2235831014078675,5.178774536041751,0.9551914346338837
UNC-ZDG-194-7,2,2,3.3343003802256534,1.5969835920172326,2.2050624528666174,4.463538307584689,2.2584758547180717
UNC-ZDG-79-A(20210312),2,2,1.2308892423955058,4.368683288033766,-1.858236335429513,4.320014820220525,6.178251155650038
CF-5-294,4,2,5.067617381121504,0.4088909584246945,4.702734691340718,5.421644126074548,0.7189094347338294
UNC-ZDG-150-1,2,2,5.991845316378096,1.4714818764865023,4.951350503121384,7.032340129634807,2.080989626513423
CF-3-133,1,1,0.6684108433210035,,0.6684108433210035,0.6684108433210035,0.0
CF-5-302,1,1,3.1246971024168713,,3.1246971024168713,3.1246971024168713,0.0
CF-5-47,1,1,3.3288239457379247,,3.3288239457379247,3.3288239457379247,0.0
1132328100,1,1,3.340335610162671,,3.340335610162671,3.340335610162671,0.0
CF-4-06,1,1,,,,,
CF-5-305,1,1,0.8810527837537799,,0.8810527837537799,0.8810527837537799,0.0
CF-5-82,1,1,3.7957366273043487,,3.7957366273043487,3.7957366273043487,0.0
CF-6-41,1,1,3.3948483818607262,,3.3948483818607262,3.3948483818607262,0.0
CF-4-108,1,1,0.19296201643886632,,0.19296201643886632,0.19296201643886632,0.0
CSC000482201,1,1,-0.9226565382896734,,-0.9226565382896734,-0.9226565382896734,0.0
CF-8-239,1,1,5.081074999675185,,5.081074999675185,5.081074999675185,0.0
CSC027575170,1,1,2.4982967677583687,,2.4982967677583687,2.4982967677583687,0.0
CF-8-253,1,1,-0.22179043008238705,,-0.22179043008238705,-0.22179043008238705,0.0
CF-4-197,1,1,4.2611076189892545,,4.2611076189892545,4.2611076189892545,0.0
CF-5-141,1,1,3.990181913276322,,3.990181913276322,3.990181913276322,0.0
CF-2-274,1,1,3.185628609629267,,3.185628609629267,3.185628609629267,0.0
CF-2-271,1,1,2.748676067918001,,2.748676067918001,2.748676067918001,0.0
CSC092871108,1,1,3.302438064000789,,3.302438064000789,3.302438064000789,0.0
CF-4-122(20210617),1,1,-1.7754216813162134,,-1.7754216813162134,-1.7754216813162134,0.0
UNC-AH-02-076,1,1,2.8972263854790805,,2.8972263854790805,2.8972263854790805,0.0
CF-3-18,1,1,2.9724028111002783,,2.9724028111002783,2.9724028111002783,0.0
CF-5-60,1,1,2.748867585501016,,2.748867585501016,2.748867585501016,0.0
CF-5-90,1,1,3.337764176210456,,3.337764176210456,3.337764176210456,0.0
CSC026881094,1,1,3.2123815293565636,,3.2123815293565636,3.2123815293565636,0.0
UNC-ZDG-87-9,1,1,3.554421274761533,,3.554421274761533,3.554421274761533,0.0
CF-9-08,1,1,4.151915552929404,,4.151915552929404,4.151915552929404,0.0
CF-8-166,1,1,-0.21484193861196269,,-0.21484193861196269,-0.21484193861196269,0.0
CF-2-30,1,1,2.350303731370942,,2.350303731370942,2.350303731370942,0.0
UNC-ZDG-154-2,1,1,,,,,
CF-4-121,1,1,-1.0151187756445745,,-1.0151187756445745,-1.0151187756445745,0.0
CF-5-105,1,1,3.4792184402728026,,3.4792184402728026,3.4792184402728026,0.0
UNC-HO-12-4,1,1,,,,,
CF-4-35,1,1,2.7795178914967367,,2.7795178914967367,2.7795178914967367,0.0
CF-4-12,1,1,,,,,
CSC027482139,1,1,2.856959280994482,,2.856959280994482,2.856959280994482,0.0
CF-2-268,1,1,-0.3125044859143467,,-0.3125044859143467,-0.3125044859143467,0.0
CSC027612047,1,1,2.6801563894714984,,2.6801563894714984,2.6801563894714984,0.0
CF-9-46,1,1,3.2065455114127768,,3.2065455114127768,3.2065455114127768,0.0
UNC-ZDG-3-3-A,1,1,4.591011170461132,,4.591011170461132,4.591011170461132,0.0
CF-5-190,1,1,7.163285688353628,,7.163285688353628,7.163285688353628,0.0
CF-2-91,1,1,3.402629629602049,,3.402629629602049,3.402629629602049,0.0
CSC096731571,1,1,2.55512761421433,,2.55512761421433,2.55512761421433,0.0
CF-7-23,1,1,3.329416327450551,,3.329416327450551,3.329416327450551,0.0
CF-6-63,1,1,3.2576211386626523,,3.2576211386626523,3.2576211386626523,0.0
800658450,1,1,2.8236724530442205,,2.8236724530442205,2.8236724530442205,0.0
CF-3-41,1,1,,,,,
CF-9-14,1,1,2.631941742167077,,2.631941742167077,2.631941742167077,0.0
CF-5-144,1,1,,,,,
MCULE-1096791233,1,1,3.489215188574193,,3.489215188574193,3.489215188574193,0.0
CF-3-166,1,1,3.228850981597888,,3.228850981597888,3.228850981597888,0.0
CSC026414535,1,1,3.0800648147910965,,3.0800648147910965,3.0800648147910965,0.0
CF-5-23,1,1,4.47326590784239,,4.47326590784239,4.47326590784239,0.0
CF-6-104,1,1,3.3106228071922934,,3.3106228071922934,3.3106228071922934,0.0
CF-2-147,1,1,2.6084171913066685,,2.6084171913066685,2.6084171913066685,0.0
CF-5-133,1,1,3.084299694268982,,3.084299694268982,3.084299694268982,0.0
CF-3-188(20210617),1,1,-1.7803001793016282,,-1.7803001793016282,-1.7803001793016282,0.0
CF-5-127,1,1,3.168536563226021,,3.168536563226021,3.168536563226021,0.0
CSC104774340,1,1,2.9584769729038682,,2.9584769729038682,2.9584769729038682,0.0
CF-3-07,1,1,,,,,
UNC-ZDG-82-6,1,1,3.3647011688255177,,3.3647011688255177,3.3647011688255177,0.0
MCULE-5578644411,1,1,,,,,
CF-5-46,1,1,4.048388123262129,,4.048388123262129,4.048388123262129,0.0
CF-6-68,1,1,3.6981898397366386,,3.6981898397366386,3.6981898397366386,0.0
CF-10-050,1,1,5.5521924334854065,,5.5521924334854065,5.5521924334854065,0.0
CF-6-42,1,1,2.94800752635654,,2.94800752635654,2.94800752635654,0.0
CSC027619076,1,1,,,,,
CF-9-18,1,1,4.039669715785631,,4.039669715785631,4.039669715785631,0.0
Z1023598674,1,1,-0.21337734220013838,,-0.21337734220013838,-0.21337734220013838,0.0
CF-2-62,1,1,2.6177492978202186,,2.6177492978202186,2.6177492978202186,0.0
CSC027098899,1,1,3.309469372510302,,3.309469372510302,3.309469372510302,0.0
UNC-ZDG-76,1,1,3.5882863359612296,,3.5882863359612296,3.5882863359612296,0.0
CF-2-181,1,1,2.505242889483347,,2.505242889483347,2.505242889483347,0.0
CF-4-33,1,1,2.5702262137767273,,2.5702262137767273,2.5702262137767273,0.0
CF-4-18,1,1,,,,,
UNC-ZDG-79-B,1,1,3.6283782627519416,,3.6283782627519416,3.6283782627519416,0.0
CF-2-272,1,1,-0.559302873479378,,-0.559302873479378,-0.559302873479378,0.0
UNC-ZDG-86-3,1,1,2.2321205805591595,,2.2321205805591595,2.2321205805591595,0.0
CSC102952936,1,1,3.658644436785424,,3.658644436785424,3.658644436785424,0.0
CF-5-51,1,1,3.7726985441368535,,3.7726985441368535,3.7726985441368535,0.0
CF-10-054,1,1,4.955190759091691,,4.955190759091691,4.955190759091691,0.0
CSC027828834,1,1,5.184692897252535,,5.184692897252535,5.184692897252535,0.0
CF-2-202,1,1,3.691880081360662,,3.691880081360662,3.691880081360662,0.0
CF-3-43,1,1,3.3022728052564307,,3.3022728052564307,3.3022728052564307,0.0
CF-2-201,1,1,0.1170122021521509,,0.1170122021521509,0.1170122021521509,0.0
UNC-ZDG-166-10,1,1,3.1384588077127997,,3.1384588077127997,3.1384588077127997,0.0
UNC-AH-02-070,1,1,2.868636222310936,,2.868636222310936,2.868636222310936,0.0
CF-6-82,1,1,2.575137546010099,,2.575137546010099,2.575137546010099,0.0
UNC-ZDG-82-4,1,1,3.9119795081168136,,3.9119795081168136,3.9119795081168136,0.0
MCULE-8127450569,1,1,-0.12055240357308027,,-0.12055240357308027,-0.12055240357308027,0.0
CF-4-72,1,1,2.6779919409181834,,2.6779919409181834,2.6779919409181834,0.0
CF-4-115,1,1,3.0724732311588077,,3.0724732311588077,3.0724732311588077,0.0
UNC-AH-03-019F,1,1,4.089065175253162,,4.089065175253162,4.089065175253162,0.0
UNC-AH-01-003,1,1,,,,,
CF-3-116,1,1,,,,,
CSSS00025946367,1,1,4.106836958407829,,4.106836958407829,4.106836958407829,0.0
CF-6-123,1,1,3.4102079584305756,,3.4102079584305756,3.4102079584305756,0.0
CF-3-09,1,1,,,,,
CF-5-322,1,1,3.6941616949265614,,3.6941616949265614,3.6941616949265614,0.0
CF-9-17,1,1,2.338031225495755,,2.338031225495755,2.338031225495755,0.0
105155594,1,1,3.150653634324521,,3.150653634324521,3.150653634324521,0.0
CSC027661759,1,1,2.6567434015617573,,2.6567434015617573,2.6567434015617573,0.0
CSC026303364,1,1,3.619325282895667,,3.619325282895667,3.619325282895667,0.0
CF-9-47,1,1,4.895541197480789,,4.895541197480789,4.895541197480789,0.0
Z1870281055,1,1,4.165550965937749,,4.165550965937749,4.165550965937749,0.0
CF-7-26,1,1,,,,,
CSC026405011,1,1,-0.7141869157010392,,-0.7141869157010392,-0.7141869157010392,0.0
CF-6-69,1,1,3.8819877476217424,,3.8819877476217424,3.8819877476217424,0.0
CSC056747531,1,1,2.908673642168593,,2.908673642168593,2.908673642168593,0.0
CF-3-40,1,1,2.7005406801153033,,2.7005406801153033,2.7005406801153033,0.0
CSC000257715,1,1,3.173021435290846,,3.173021435290846,3.173021435290846,0.0
CF-8-278,1,1,4.586574759523225,,4.586574759523225,4.586574759523225,0.0
CF-4-10,1,1,,,,,
UNC-AH-03-053A,1,1,,,,,
UNC-AH-02-069,1,1,,,,,
CF-2-301,1,1,4.5948182892888125,,4.5948182892888125,4.5948182892888125,0.0
CF-4-134,1,1,3.378179179409985,,3.378179179409985,3.378179179409985,0.0
CF-3-131,1,1,3.912662003113977,,3.912662003113977,3.912662003113977,0.0
D203-0030,1,1,1.997751714061208,,1.997751714061208,1.997751714061208,0.0
CF-2-176,1,1,3.472467887509237,,3.472467887509237,3.472467887509237,0.0
CF-4-123,1,1,3.048019235054732,,3.048019235054732,3.048019235054732,0.0
CF-6-65,1,1,3.5833864371717636,,3.5833864371717636,3.5833864371717636,0.0
CF-4-175,1,1,3.4005918324059565,,3.4005918324059565,3.4005918324059565,0.0
1257035688,1,1,3.4202277871102655,,3.4202277871102655,3.4202277871102655,0.0
CF-6-56,1,1,2.50465496662969,,2.50465496662969,2.50465496662969,0.0
UNC-AH-03-053B,1,1,3.65939816589944,,3.65939816589944,3.65939816589944,0.0
CF-2-94,1,1,3.280804179355998,,3.280804179355998,3.280804179355998,0.0
MCULE-8374405558,1,1,,,,,
CF-3-161,1,1,-0.011165699840404645,,-0.011165699840404645,-0.011165699840404645,0.0
CF-3-192,1,1,-0.23517213719498226,,-0.23517213719498226,-0.23517213719498226,0.0
CF-5-45,1,1,3.4138091008670686,,3.4138091008670686,3.4138091008670686,0.0
CF-5-287,1,1,3.869356553518827,,3.869356553518827,3.869356553518827,0.0
CF-4-54',1,1,3.06948027256025,,3.06948027256025,3.06948027256025,0.0
CF-5-72,1,1,3.267354930360072,,3.267354930360072,3.267354930360072,0.0
CF-4-111,1,1,0.19758010545698118,,0.19758010545698118,0.19758010545698118,0.0
CSC026340149,1,1,3.518404793074759,,3.518404793074759,3.518404793074759,0.0
1289482199,1,1,3.007297166841737,,3.007297166841737,3.007297166841737,0.0
CSSS00026264922,1,1,-0.6209193295266227,,-0.6209193295266227,-0.6209193295266227,0.0
CF-2-24,1,1,3.1456289297750355,,3.1456289297750355,3.1456289297750355,0.0
MCULE-7135026390,1,1,,,,,
CSC027596481,1,1,3.7010215803304893,,3.7010215803304893,3.7010215803304893,0.0
CF-5-85,1,1,4.3915686581490965,,4.3915686581490965,4.3915686581490965,0.0
CF-2-197,1,1,-0.811795914286607,,-0.811795914286607,-0.811795914286607,0.0
1198591704,1,1,,,,,
CF-2-276,1,1,-0.5548041959795535,,-0.5548041959795535,-0.5548041959795535,0.0
CF-5-13,1,1,,,,,
CF-2-107,1,1,3.6068048195075306,,3.6068048195075306,3.6068048195075306,0.0
CF-4-122(20210526),1,1,-1.733603517441993,,-1.733603517441993,-1.733603517441993,0.0
UNC-AH-01-028,1,1,2.865327777283631,,2.865327777283631,2.865327777283631,0.0
CF-2-302,1,1,4.656010519592716,,4.656010519592716,4.656010519592716,0.0
CF-2-158,1,1,3.6650841130763756,,3.6650841130763756,3.6650841130763756,0.0
105107348,1,1,3.1540436501827895,,3.1540436501827895,3.1540436501827895,0.0
CSC057592296,1,1,3.1002163799147047,,3.1002163799147047,3.1002163799147047,0.0
D481-0302,1,1,4.599751467090241,,4.599751467090241,4.599751467090241,0.0
CF-5-17,1,1,3.8246155942070756,,3.8246155942070756,3.8246155942070756,0.0
CF-5-192,1,1,8.00457444309985,,8.00457444309985,8.00457444309985,0.0
UNC-ZDG-87-2,1,1,2.4643162977393622,,2.4643162977393622,2.4643162977393622,0.0
CF-9-05,1,1,4.286104608821069,,4.286104608821069,4.286104608821069,0.0
CF-2-286,1,1,4.504959973996682,,4.504959973996682,4.504959973996682,0.0
CSC026810610,1,1,3.955715949483297,,3.955715949483297,3.955715949483297,0.0
MCULE-4914503336,1,1,4.923424542215456,,4.923424542215456,4.923424542215456,0.0
UNC-HO-12-3,1,1,,,,,
CF-4-36,1,1,,,,,
UNC-ZDG-86-4,1,1,2.9785522619217444,,2.9785522619217444,2.9785522619217444,0.0
CF-10-052,1,1,3.6616315505167187,,3.6616315505167187,3.6616315505167187,0.0
CF-8-210,1,1,3.9407979957868413,,3.9407979957868413,3.9407979957868413,0.0
CSSS00027691979,1,1,,,,,
CSC026547315,1,1,3.0609639046403383,,3.0609639046403383,3.0609639046403383,0.0
CF-2-21,1,1,3.6744347239962356,,3.6744347239962356,3.6744347239962356,0.0
CF-4-55',1,1,,,,,
CSC026967897,1,1,3.239344292537659,,3.239344292537659,3.239344292537659,0.0
CF-5-177,1,1,6.630158094933292,,6.630158094933292,6.630158094933292,0.0
CF-3-35,1,1,,,,,
UNC-AH-03-008I,1,1,2.7091521610593796,,2.7091521610593796,2.7091521610593796,0.0
CF-5-206,1,1,11.98431413280717,,11.98431413280717,11.98431413280717,0.0
CF-3-52,1,1,2.9621343122030477,,2.9621343122030477,2.9621343122030477,0.0
CF-2-242,1,1,3.0421681930759648,,3.0421681930759648,3.0421681930759648,0.0
CF-6-70,1,1,2.7780887308237747,,2.7780887308237747,2.7780887308237747,0.0
CF-2-150,1,1,2.3385388523938104,,2.3385388523938104,2.3385388523938104,0.0
UNC-AH-02-078E,1,1,,,,,
Z795991852,1,1,5.042623992266175,,5.042623992266175,5.042623992266175,0.0
CF-9-36,1,1,3.1269051366398593,,3.1269051366398593,3.1269051366398593,0.0
CF-4-103,1,1,-0.7417799304740286,,-0.7417799304740286,-0.7417799304740286,0.0
CF-5-61,1,1,2.662665160010436,,2.662665160010436,2.662665160010436,0.0
CF-2-131,1,1,3.36290702549506,,3.36290702549506,3.36290702549506,0.0
CF-5-126,1,1,-0.33161206716945363,,-0.33161206716945363,-0.33161206716945363,0.0
CF-7-18,1,1,3.0890268503614506,,3.0890268503614506,3.0890268503614506,0.0
CF-4-44,1,1,3.2634961829083147,,3.2634961829083147,3.2634961829083147,0.0
UNC-ZDG-82-2,1,1,3.0851759829725682,,3.0851759829725682,3.0851759829725682,0.0
CF-3-20,1,1,3.3341999103042763,,3.3341999103042763,3.3341999103042763,0.0
CF-5-142,1,1,5.077815326391519,,5.077815326391519,5.077815326391519,0.0
CF-4-161,1,1,2.7392020310448206,,2.7392020310448206,2.7392020310448206,0.0
CF-5-125,1,1,4.295014278063997,,4.295014278063997,4.295014278063997,0.0
CSC040625822,1,1,3.230402136806225,,3.230402136806225,3.230402136806225,0.0
UNC-AH-01-061,1,1,2.66442956757332,,2.66442956757332,2.66442956757332,0.0
CF-2-85,1,1,3.2746902498014077,,3.2746902498014077,3.2746902498014077,0.0
CF-3-101,1,1,2.8335901521410607,,2.8335901521410607,2.8335901521410607,0.0
CF-3-173,1,1,4.114899153028951,,4.114899153028951,4.114899153028951,0.0
CF-3-151,1,1,0.13004708878636737,,0.13004708878636737,0.13004708878636737,0.0
173355673,1,1,2.751116081281551,,2.751116081281551,2.751116081281551,0.0
CF-3-211,1,1,1.1736160178032282,,1.1736160178032282,1.1736160178032282,0.0
CF-8-169,1,1,5.464225053720733,,5.464225053720733,5.464225053720733,0.0
CF-6-122,1,1,2.992630007916929,,2.992630007916929,2.992630007916929,0.0
CSC027619059,1,1,2.6232116116925526,,2.6232116116925526,2.6232116116925526,0.0
CF-6-111,1,1,2.6002811595889557,,2.6002811595889557,2.6002811595889557,0.0
CF-3-14,1,1,3.0983029448155546,,3.0983029448155546,3.0983029448155546,0.0
CF-2-28,1,1,3.5367260138241536,,3.5367260138241536,3.5367260138241536,0.0
CF-6-81,1,1,3.3030268650774133,,3.3030268650774133,3.3030268650774133,0.0
CF-2-287,1,1,3.149467091560599,,3.149467091560599,3.149467091560599,0.0
UNC-AH-03-007A,1,1,3.508005543009152,,3.508005543009152,3.508005543009152,0.0
MCULE-1468767252,1,1,,,,,
CF-10-075,1,1,0.37890078855742476,,0.37890078855742476,0.37890078855742476,0.0
CSSS00066938183,1,1,-0.9459590408853303,,-0.9459590408853303,-0.9459590408853303,0.0
CF-6-40,1,1,2.549017204889042,,2.549017204889042,2.549017204889042,0.0
CSC027395181,1,1,2.6083085388825795,,2.6083085388825795,2.6083085388825795,0.0
CSC056910690,1,1,3.091665663842642,,3.091665663842642,3.091665663842642,0.0
CF-5-170,1,1,3.4220658350967836,,3.4220658350967836,3.4220658350967836,0.0
UNC-AH-3-082E,1,1,4.709277136100956,,4.709277136100956,4.709277136100956,0.0
CF-5-201,1,1,-0.2580255817717337,,-0.2580255817717337,-0.2580255817717337,0.0
CF-3-50,1,1,,,,,
CF-4-61,1,1,3.365504269698643,,3.365504269698643,3.365504269698643,0.0
UNC-ZDG-166-2,1,1,,,,,
CF-10-045,1,1,5.376361287678498,,5.376361287678498,5.376361287678498,0.0
UNC-AH-02-010,1,1,3.5489918653099153,,3.5489918653099153,3.5489918653099153,0.0
UNC-ZDG-79-C,1,1,3.490693621408012,,3.490693621408012,3.490693621408012,0.0
UNC-AH-01-043,1,1,2.6182593144165556,,2.6182593144165556,2.6182593144165556,0.0
CF-3-189,1,1,2.972268091246098,,2.972268091246098,2.972268091246098,0.0
Z1504177441,1,1,4.6360375718811655,,4.6360375718811655,4.6360375718811655,0.0
CF-2-134,1,1,-0.5338569645679782,,-0.5338569645679782,-0.5338569645679782,0.0
CSC026806135,1,1,-0.31364994234098564,,-0.31364994234098564,-0.31364994234098564,0.0
CF-5-212,1,1,7.998485027852933,,7.998485027852933,7.998485027852933,0.0
CSC027520026,1,1,3.5302348726768544,,3.5302348726768544,3.5302348726768544,0.0
CF-3-55,1,1,2.6120556408131947,,2.6120556408131947,2.6120556408131947,0.0
CF-7-29,1,1,,,,,
CF-6-67,1,1,3.517184605736565,,3.517184605736565,3.517184605736565,0.0
UNC-AH-01-045,1,1,3.1161198519021305,,3.1161198519021305,3.1161198519021305,0.0
CF-4-92,1,1,,,,,
CF-3-69,1,1,6.5867272079001875,,6.5867272079001875,6.5867272079001875,0.0
CF-2-117,1,1,-0.8128289894242487,,-0.8128289894242487,-0.8128289894242487,0.0
CF-4-174,1,1,3.4281847945721893,,3.4281847945721893,3.4281847945721893,0.0
CF-5-149,1,1,3.5737881842284636,,3.5737881842284636,3.5737881842284636,0.0
UNC-ZDG-96,1,1,3.388352646068453,,3.388352646068453,3.388352646068453,0.0
348280646,1,1,3.616833692906068,,3.616833692906068,3.616833692906068,0.0
CF-5-01,1,1,2.6956502453505498,,2.6956502453505498,2.6956502453505498,0.0
CSC026868280,1,1,2.670068733792218,,2.670068733792218,2.670068733792218,0.0
UNC-ZDG-200-4,1,1,3.822327402298103,,3.822327402298103,3.822327402298103,0.0
CF-6-44,1,1,2.9439382166426387,,2.9439382166426387,2.9439382166426387,0.0
426130413,1,1,,,,,
CF-6-24,1,1,2.953191564433353,,2.953191564433353,2.953191564433353,0.0
CF-8-163,1,1,4.3593644502964075,,4.3593644502964075,4.3593644502964075,0.0
CF-5-33,1,1,3.1523780126410976,,3.1523780126410976,3.1523780126410976,0.0
CF-2-50,1,1,2.398590955300132,,2.398590955300132,2.398590955300132,0.0
CF-3-130,1,1,4.0,,4.0,4.0,0.0
CF-8-170,1,1,3.8598576135941656,,3.8598576135941656,3.8598576135941656,0.0
224461280,1,1,3.677876355827021,,3.677876355827021,3.677876355827021,0.0
CF-10-073,1,1,5.246886067269574,,5.246886067269574,5.246886067269574,0.0
