compound_id,canonical_smiles,supplier,pKD_global_mean,pKD_global_std,n_dates,mw,logp,hbd,hba,heavy_atoms,num_rings,tpsa,rotatable_bonds,passes_chordoma_filters
666362114,Cc1cc(C(N)=O)ccc1NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),3.77463714141554,,1,343.10875449599996,2.9647200000000016,2.0,3.0,24.0,3.0,75.43,4.0,True
666402446,COC(=O)CCc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1,ChemSpace (numeric),3.932005061159396,,1,372.124070212,3.663000000000002,1.0,4.0,26.0,3.0,58.64,6.0,True
697064626,CC(=O)Nc1ccc(NC2CCCN(c3ccccc3Cl)C2=O)cc1C,ChemSpace (numeric),3.0139652767457985,,1,371.14005462399996,4.2143200000000025,2.0,3.0,26.0,3.0,61.440000000000005,4.0,True
773212998,CC(C)N1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1,ChemSpace (numeric),2.977942440727496,,1,387.17135475199996,3.104700000000002,0.0,3.0,27.0,3.0,45.550000000000004,5.0,True
786232788,CN(C)C(=O)C1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.8786752861995355,,1,337.179026976,2.980500000000001,1.0,3.0,25.0,3.0,52.650000000000006,4.0,True
800658450,COc1cccc(Nc2ccccc2C(=O)N2CCC(NC(C)=O)C2)c1,ChemSpace (numeric),2.8236724530442205,,1,353.173941596,2.7894000000000005,2.0,4.0,26.0,3.0,70.67,5.0,True
800658988,CC(=O)NC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.755564455212758,,1,323.163376912,2.780800000000001,2.0,3.0,24.0,3.0,61.440000000000005,4.0,True
918730255,CNC(=O)CC1(CNC(=O)C2OCCc3ccccc32)CCCCC1,ChemSpace (numeric),2.843248039412581,,1,344.209992756,2.5031999999999996,2.0,3.0,25.0,3.0,67.43,5.0,True
9211771,Cc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCOCC3)nn2)cc1C,ChemSpace (numeric),5.1431111704252,,1,418.21172407200004,2.8982600000000014,1.0,6.0,31.0,5.0,85.17,3.0,True
97315646,CCN(CC(=O)N(C)C)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,ChemSpace (numeric),2.670745192395454,,1,375.134969244,2.1003,0.0,3.0,26.0,2.0,62.620000000000005,6.0,True
99424206,CN(Cc1ccc(O)cc1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,ChemSpace (numeric),3.831447743500963,,1,382.10842014800005,3.5278000000000027,1.0,3.0,27.0,3.0,62.54,5.0,True
C529-0673,O=C(c1ccc2c(c1)N(Cc1ccccc1F)C(=O)c1ccccc1S2=O)N1CCCC1,Other,4.210493106256102,,1,448.1256917520001,4.388800000000003,0.0,3.0,32.0,5.0,57.690000000000005,3.0,True
C776-4067,Cc1ccccc1Cn1c(N2CCC(C(=O)N3CCN(c4ncccn4)CC3)CC2)nc2ccccc21,Other,4.69012315450865,,1,495.2746586760001,3.7482200000000025,0.0,6.0,37.0,6.0,70.39000000000001,5.0,True
CF-10-014,COc1cc2nc(-c3ccc(C(=O)O)o3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.4941519635581253,,1,469.1386187080001,4.805800000000003,2.0,9.0,35.0,5.0,132.49,7.0,True
CF-10-027,COc1cc2nc(-c3cnccn3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.9899093693732217,,1,437.16002284800004,4.304600000000002,1.0,9.0,33.0,5.0,107.83000000000001,6.0,True
CF-10-029,COc1cc2nc(-c3cncn3C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.249186907434046,,1,439.17567291200004,4.248100000000003,1.0,8.0,33.0,5.0,99.87,6.0,True
CF-10-031,COc1cc2nc(-c3cscn3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.372164819679184,,1,442.121194816,4.971100000000003,1.0,9.0,32.0,5.0,94.94000000000001,6.0,True
CF-10-034,COc1cc2nc(C(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),0.7935955610654086,,1,403.128054024,3.5458000000000016,2.0,8.0,30.0,4.0,119.35000000000001,6.0,True
CF-10-035,CNC(=O)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),4.181841964263574,,1,416.15968849999996,3.207200000000001,2.0,8.0,31.0,4.0,111.15,6.0,True
CF-10-036,CCOCCNC(=O)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),3.974645124777657,,1,474.201553312,3.613900000000002,2.0,9.0,35.0,4.0,120.38000000000001,10.0,True
CF-10-045,COc1cc2nc(N3CCN(C(C)=O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.376361287678498,,1,485.21753772400007,3.5161000000000024,1.0,9.0,36.0,5.0,105.60000000000001,6.0,True
CF-10-048,COc1cc2nc(N3CC[C@@H](C(=O)O)C3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.681843180479196,,1,472.185903248,3.7585000000000024,2.0,9.0,35.0,5.0,122.59,7.0,True
CF-10-049,COc1cc2nc(N3CC[C@H](C(=O)O)C3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.8502307191763605,,1,472.185903248,3.7585000000000024,2.0,9.0,35.0,5.0,122.59,7.0,True
CF-10-050,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.5521924334854065,,1,486.201553312,4.148600000000003,2.0,9.0,36.0,5.0,122.59,7.0,True
CF-10-051,COc1cc2nc(N(C)CCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),1.4009037918627234,,1,432.190988628,3.2761000000000013,2.0,9.0,32.0,4.0,105.52000000000001,8.0,True
CF-10-052,COc1cc2nc(N(C)CCN(C)C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.6616315505167187,,1,459.23827316800003,3.8454000000000024,1.0,9.0,34.0,4.0,88.53,9.0,True
CF-10-053,COc1cc2nc(N(C)CC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.436498660469721,,1,446.170253184,3.368400000000001,2.0,9.0,33.0,4.0,122.59,8.0,True
CF-10-054,CNC(=O)CN(C)c1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),4.955190759091691,,1,459.20188766,3.0298000000000016,2.0,9.0,34.0,4.0,114.39000000000001,8.0,True
CF-10-061,COc1cc2nc(NCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.3564702309489896,,1,464.19607400800004,5.459700000000004,2.0,8.0,35.0,5.0,94.08000000000001,8.0,True
CF-10-062,COc1cc2nc(NCCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),3.217117571673968,,1,478.21172407200004,5.502200000000005,2.0,8.0,36.0,5.0,94.08000000000001,9.0,True
CF-10-063,COc1cc2nc(NCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),6.119865879807937,,1,418.175338564,3.251800000000002,3.0,9.0,31.0,4.0,114.31,8.0,True
CF-10-064,COc1cc2nc(NCCN(C)C)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),4.923578484780906,,1,445.22262310400004,3.821100000000002,2.0,9.0,33.0,4.0,97.32000000000001,9.0,True
CF-10-065,COc1cc2nc(NCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),0.6955934447483199,,1,432.15460312,3.344100000000002,3.0,9.0,32.0,4.0,131.38,8.0,True
CF-10-066,CNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),1.0080588111465805,,1,445.186237596,3.0055000000000014,3.0,9.0,33.0,4.0,123.18,8.0,True
CF-10-067,CCOCCNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),4.446674699158006,,1,503.22810240800004,3.4122000000000012,3.0,10.0,37.0,4.0,132.41000000000003,12.0,True
CF-10-071,COc1cc2nc(OCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC.O=CO,Piramal (CF Labs),0.3479859922314758,,1,465.164833456,2.9195,3.0,10.0,34.0,4.0,148.81,8.0,True
CF-10-073,COc1cc2nc(OCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.246886067269574,,1,433.1386187080001,3.3110000000000017,2.0,9.0,32.0,4.0,128.58,8.0,True
CF-10-074,CNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),0.032534178134083484,,1,446.170253184,2.9724000000000004,2.0,9.0,33.0,4.0,120.38000000000001,8.0,True
CF-10-075,CCOCCNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),0.37890078855742476,,1,504.212117996,3.379100000000001,2.0,10.0,37.0,4.0,129.61,12.0,True
CF-2-05,O=C1C(Nc2cccc(F)c2)CCN1c1ccccc1Cl,Piramal (CF Labs),3.4251000097689204,,1,304.077868968,3.696500000000002,1.0,2.0,21.0,3.0,32.34,3.0,True
CF-2-07,COc1ccc(NC2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),4.0591597536972035,,1,316.097855464,3.5660000000000016,1.0,3.0,22.0,3.0,41.57,4.0,True
CF-2-09,COc1ccccc1NC1CCN(c2ccccc2Cl)C1=O,Piramal (CF Labs),2.7767806837113187,,1,316.097855464,3.5660000000000016,1.0,3.0,22.0,3.0,41.57,4.0,True
CF-2-101,CN(CCCN)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),3.131444082498383,,1,384.19615426,2.4638999999999998,2.0,4.0,28.0,3.0,78.67,7.0,True
CF-2-102,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,Piramal (CF Labs),-0.4931510078333014,,1,396.19615426,2.4307,1.0,4.0,29.0,4.0,55.89,4.0,True
CF-2-103,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,Piramal (CF Labs),-0.604841704977382,,1,424.227454388,3.114700000000002,2.0,4.0,31.0,4.0,64.68,6.0,True
CF-2-104,O=C(NCc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),3.0492152577592173,,1,403.16960516399996,3.973100000000003,2.0,3.0,30.0,4.0,61.440000000000005,6.0,True
CF-2-105,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),0.15043813180995477,,1,389.15395509999996,4.2954000000000025,2.0,3.0,29.0,4.0,61.440000000000005,5.0,True
CF-2-106,CN(C)CCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),-0.4472806361978953,,1,400.16660372,2.8488000000000007,2.0,4.0,28.0,3.0,64.68,7.0,True
CF-2-107,CN(C)CCN(C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),3.6068048195075306,,1,414.182253784,3.1910000000000016,1.0,4.0,29.0,3.0,55.89,7.0,True
CF-2-108,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.4429961720795169,,1,440.16151834,2.861700000000001,1.0,4.0,31.0,4.0,72.96000000000001,4.0,True
CF-2-109,CN1CCC(NC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.4304356549637877,,1,426.182253784,3.381400000000002,2.0,4.0,30.0,4.0,64.68,5.0,True
CF-2-111,NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),2.8364806538058462,,1,386.150953656,2.636,3.0,4.0,27.0,3.0,87.45999999999998,7.0,True
CF-2-112,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),0.4915666125393126,,1,500.219033216,4.544200000000004,2.0,5.0,35.0,3.0,90.97999999999999,8.0,True
CF-2-113,CN(CCCN)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),3.2434623142749057,,1,400.16660372,2.9782,2.0,4.0,28.0,3.0,78.67,7.0,True
CF-2-114,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.5736485094149807,,1,412.16660372,2.945000000000001,1.0,4.0,29.0,4.0,55.89,4.0,True
CF-2-115,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),0.04693972444836963,,1,440.197903848,3.6290000000000022,2.0,4.0,31.0,4.0,64.68,6.0,True
CF-2-117,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),-0.8128289894242487,,1,405.12440455999996,4.809700000000004,2.0,3.0,29.0,4.0,61.440000000000005,5.0,True
CF-2-118,CN(C)CCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.9142259004652944,,1,384.19615426,2.3345000000000002,2.0,4.0,28.0,3.0,64.68,7.0,True
CF-2-119,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),0.4156960224759323,,1,398.211804324,2.6767000000000003,1.0,4.0,29.0,3.0,55.89,7.0,True
CF-2-120,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),2.4416289068500148,,1,424.19106888,2.3474000000000004,1.0,4.0,31.0,4.0,72.96000000000001,4.0,True
CF-2-121,CN1CCC(NC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.5246513839194187,,1,410.211804324,2.8671000000000006,2.0,4.0,30.0,4.0,64.68,5.0,True
CF-2-122,CC(C)(C)OC(=O)NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.7785217054977482,,1,470.232933692,3.687700000000002,3.0,5.0,34.0,3.0,99.77000000000001,8.0,True
CF-2-123,NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.949706990973341,,1,370.180504196,2.121699999999999,3.0,4.0,27.0,3.0,87.45999999999998,7.0,True
CF-2-124,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),3.475137755198051,,1,484.248583756,4.029900000000003,2.0,5.0,35.0,3.0,90.97999999999999,8.0,True
CF-2-125,CN(CCCN)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),4.119509605875156,,1,384.19615426,2.4638999999999998,2.0,4.0,28.0,3.0,78.67,7.0,True
CF-2-126,CN1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.13443833130731178,,1,396.19615426,2.4307000000000007,1.0,4.0,29.0,4.0,55.89,4.0,True
CF-2-127,CN1CCC(CNC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.35210328801459784,,1,424.227454388,3.114700000000002,2.0,4.0,31.0,4.0,64.68,6.0,True
CF-2-128,O=C(NCc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),1.7434259932658895,,1,403.16960516399996,3.973100000000003,2.0,3.0,30.0,4.0,61.440000000000005,6.0,True
CF-2-129,O=C(Nc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),3.6019194644963033,,1,389.15395509999996,4.2954000000000025,2.0,3.0,29.0,4.0,61.440000000000005,5.0,True
