compound_id,canonical_smiles,supplier,pKD_global_mean,is_binder,binder_threshold_pkd,fold,pacmap_1,pacmap_2,holdout_fold,is_holdout,filter_lo_pkd,filter_hi_pkd
173355673,CN(CC1CCCO1)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,ChemSpace (numeric),2.751116081281551,false,3.837255850567785,0,18.45173454284668,-16.709306716918945,3,false,3.0,5.0
182917741,CS(=O)(=O)NC1CCCN(C(=O)c2occc2CN2C(=O)Cc3ccccc32)C1,ChemSpace (numeric),2.7441832433923032,false,3.837255850567785,3,-1.9092116355895996,-3.6413183212280273,3,true,3.0,5.0
268757722,O=C(Nc1ncccc1O)C1CC(=O)N(c2c(F)cccc2F)C1,ChemSpace (numeric),2.8682547832756664,false,3.837255850567785,0,11.625276565551758,-2.1408183574676514,3,false,3.0,5.0
283812978,COC(=O)C1CCN(C(=O)c2ccccc2Nc2ccc(C)cc2)C1,ChemSpace (numeric),2.831157161978425,false,3.837255850567785,3,-0.3267250061035156,-0.6624672412872314,3,true,3.0,5.0
302181339,CN1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1=O,ChemSpace (numeric),2.881901889586504,false,3.837255850567785,0,18.450029373168945,-16.710371017456055,3,false,3.0,5.0
342853879,Cc1ccc(S(C)(=O)=O)cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),2.6933148710185884,false,3.837255850567785,5,17.254762649536133,8.297920227050781,3,false,3.0,5.0
354012616,Cc1ccc(NC(=O)C(=O)NC2CCN(c3ccccc3Cl)C2=O)cc1,ChemSpace (numeric),2.4511834020634047,false,3.837255850567785,5,17.32741928100586,8.278877258300781,3,false,3.0,5.0
427095899,Cc1ccc(NC2CCCN(c3ccccc3)C2=O)cc1C(N)=O,ChemSpace (numeric),2.9864723841983007,false,3.837255850567785,5,16.211477279663086,9.435240745544434,3,false,3.0,5.0
444853644,COc1ccccc1N1CCCC(Nc2ccc(C)c(C(N)=O)c2)C1=O,ChemSpace (numeric),2.9173368754446702,false,3.837255850567785,5,16.640609741210938,9.494568824768066,3,false,3.0,5.0
543294655,Cc1cc(=O)[nH]cc1C(=O)NC1CCN(c2ccccc2Cl)C1=O,ChemSpace (numeric),2.45415781378126,false,3.837255850567785,5,17.305862426757812,8.042024612426758,3,false,3.0,5.0
5620336,Cc1ccc2c(c1)/C(=N\Nc1nnc3c(n1)[nH]c1c(C)cccc13)C(=O)N2,ChemSpace (numeric),5.705584263745457,true,3.837255850567785,3,-3.03151798248291,-4.047103404998779,3,true,3.0,5.0
5623246,Cc1ccc2c(c1)/C(=N/Nc1nnc3c(n1)[nH]c1ccc(C)cc13)C(=O)N2,ChemSpace (numeric),5.211018344617544,true,3.837255850567785,3,-3.2220921516418457,-3.812373399734497,3,true,3.0,5.0
588023896,CCN(C)CC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.947281882219708,false,3.837255850567785,3,-0.4196265935897827,-0.7573295831680298,3,true,3.0,5.0
773212998,CC(C)N1CCC(N(C)C(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)C1,ChemSpace (numeric),2.977942440727496,false,3.837255850567785,0,18.451828002929688,-16.71106719970703,3,false,3.0,5.0
786232788,CN(C)C(=O)C1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.8786752861995355,false,3.837255850567785,3,-0.4040185809135437,-0.7296575307846069,3,true,3.0,5.0
800658450,COc1cccc(Nc2ccccc2C(=O)N2CCC(NC(C)=O)C2)c1,ChemSpace (numeric),2.8236724530442205,false,3.837255850567785,3,-0.41772833466529846,-0.7318385243415833,3,true,3.0,5.0
800658988,CC(=O)NC1CCN(C(=O)c2ccccc2Nc2ccccc2)C1,ChemSpace (numeric),2.755564455212758,false,3.837255850567785,3,-0.39836248755455017,-0.7130612134933472,3,true,3.0,5.0
918730255,CNC(=O)CC1(CNC(=O)C2OCCc3ccccc32)CCCCC1,ChemSpace (numeric),2.843248039412581,false,3.837255850567785,3,-1.8015649318695068,-5.421502590179443,3,true,3.0,5.0
9211771,Cc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCOCC3)nn2)cc1C,ChemSpace (numeric),5.1431111704252,true,3.837255850567785,3,-4.920007705688477,-3.875296115875244,3,true,3.0,5.0
97315646,CCN(CC(=O)N(C)C)C(=O)c1ccc(=O)n(Cc2ccccc2Cl)c1,ChemSpace (numeric),2.670745192395454,false,3.837255850567785,0,18.45102310180664,-16.711210250854492,3,false,3.0,5.0
CF-10-034,COc1cc2nc(C(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),0.7935955610654086,false,3.837255850567785,1,-14.158690452575684,17.075822830200195,3,false,3.0,5.0
CF-10-045,COc1cc2nc(N3CCN(C(C)=O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.376361287678498,true,3.837255850567785,1,-14.131168365478516,16.757654190063477,3,false,3.0,5.0
CF-10-050,COc1cc2nc(N3CCC(C(=O)O)CC3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.5521924334854065,true,3.837255850567785,1,-14.133586883544922,16.79971694946289,3,false,3.0,5.0
CF-10-051,COc1cc2nc(N(C)CCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),1.4009037918627234,false,3.837255850567785,1,-14.155424118041992,17.05278205871582,3,false,3.0,5.0
CF-10-061,COc1cc2nc(NCc3ccccc3)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.3564702309489896,true,3.837255850567785,1,-14.157081604003906,17.06791114807129,3,false,3.0,5.0
CF-10-063,COc1cc2nc(NCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),6.119865879807937,true,3.837255850567785,1,-14.163561820983887,17.139877319335938,3,false,3.0,5.0
CF-10-065,COc1cc2nc(NCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),0.6955934447483199,false,3.837255850567785,1,-14.160916328430176,17.09027099609375,3,false,3.0,5.0
CF-10-066,CNC(=O)CNc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),1.0080588111465805,false,3.837255850567785,1,-14.162639617919922,17.109867095947266,3,false,3.0,5.0
CF-10-071,COc1cc2nc(OCCO)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC.O=CO,Piramal (CF Labs),0.3479859922314758,false,3.837255850567785,1,-14.159714698791504,17.085193634033203,3,false,3.0,5.0
CF-10-073,COc1cc2nc(OCC(=O)O)nc(Nc3ccc(-c4ncccn4)cc3)c2cc1OC,Piramal (CF Labs),5.246886067269574,true,3.837255850567785,1,-14.16085147857666,17.087974548339844,3,false,3.0,5.0
CF-10-074,CNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),0.032534178134083484,false,3.837255850567785,1,-14.161300659179688,17.095699310302734,3,false,3.0,5.0
CF-10-075,CCOCCNC(=O)COc1nc(Nc2ccc(-c3ncccn3)cc2)c2cc(OC)c(OC)cc2n1,Piramal (CF Labs),0.37890078855742476,false,3.837255850567785,1,-14.164619445800781,17.13625144958496,3,false,3.0,5.0
CF-2-09,COc1ccccc1NC1CCN(c2ccccc2Cl)C1=O,Piramal (CF Labs),2.7767806837113187,false,3.837255850567785,5,17.194841384887695,8.73476791381836,3,false,3.0,5.0
CF-2-102,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,Piramal (CF Labs),-0.4931510078333014,false,3.837255850567785,5,17.521936416625977,10.904484748840332,3,false,3.0,5.0
CF-2-103,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,Piramal (CF Labs),-0.604841704977382,false,3.837255850567785,5,17.607006072998047,11.136363983154297,3,false,3.0,5.0
CF-2-105,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),0.15043813180995477,false,3.837255850567785,5,17.595680236816406,11.138284683227539,3,false,3.0,5.0
CF-2-106,CN(C)CCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),-0.4472806361978953,false,3.837255850567785,5,17.762088775634766,9.555588722229004,3,false,3.0,5.0
CF-2-108,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.4429961720795169,false,3.837255850567785,5,17.520423889160156,9.390153884887695,3,false,3.0,5.0
CF-2-109,CN1CCC(NC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.4304356549637877,false,3.837255850567785,5,17.68396759033203,9.359026908874512,3,false,3.0,5.0
CF-2-111,NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),2.8364806538058462,false,3.837255850567785,5,17.749794006347656,10.21279525756836,3,false,3.0,5.0
CF-2-112,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),0.4915666125393126,false,3.837255850567785,5,17.552928924560547,10.581268310546875,3,false,3.0,5.0
CF-2-114,CN1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),-0.5736485094149807,false,3.837255850567785,5,17.482410430908203,9.438976287841797,3,false,3.0,5.0
CF-2-115,CN1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)cc2)CC1,Piramal (CF Labs),0.04693972444836963,false,3.837255850567785,5,17.63172721862793,9.77934455871582,3,false,3.0,5.0
CF-2-117,O=C(Nc1ccccc1)c1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1,Piramal (CF Labs),-0.8128289894242487,false,3.837255850567785,5,17.56252098083496,9.411593437194824,3,false,3.0,5.0
CF-2-118,CN(C)CCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.9142259004652944,false,3.837255850567785,5,17.70439910888672,10.765738487243652,3,false,3.0,5.0
CF-2-119,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),0.4156960224759323,false,3.837255850567785,5,17.729511260986328,10.769464492797852,3,false,3.0,5.0
CF-2-120,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),2.4416289068500148,false,3.837255850567785,5,17.59307861328125,10.508906364440918,3,false,3.0,5.0
CF-2-121,CN1CCC(NC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.5246513839194187,false,3.837255850567785,5,17.65290641784668,10.6034517288208,3,false,3.0,5.0
CF-2-122,CC(C)(C)OC(=O)NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.7785217054977482,false,3.837255850567785,5,17.14189338684082,11.290186882019043,3,false,3.0,5.0
CF-2-123,NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.949706990973341,false,3.837255850567785,5,17.84327507019043,10.85605239868164,3,false,3.0,5.0
CF-2-126,CN1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.13443833130731178,false,3.837255850567785,5,17.43067741394043,10.556341171264648,3,false,3.0,5.0
CF-2-127,CN1CCC(CNC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.35210328801459784,false,3.837255850567785,5,17.604272842407227,10.535599708557129,3,false,3.0,5.0
CF-2-128,O=C(NCc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),1.7434259932658895,false,3.837255850567785,5,17.62285614013672,10.702105522155762,3,false,3.0,5.0
CF-2-130,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),2.7533878027660745,false,3.837255850567785,5,18.558345794677734,10.479637145996094,3,false,3.0,5.0
CF-2-132,CC(=O)N1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,Piramal (CF Labs),0.10011850246257825,false,3.837255850567785,5,18.481826782226562,10.366641998291016,3,false,3.0,5.0
CF-2-133,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,Piramal (CF Labs),1.8134914007633611,false,3.837255850567785,5,18.603961944580078,10.2914457321167,3,false,3.0,5.0
CF-2-134,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.5338569645679782,false,3.837255850567785,5,18.159988403320312,10.69385051727295,3,false,3.0,5.0
CF-2-135,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),2.8834071720673347,false,3.837255850567785,5,18.562753677368164,10.509878158569336,3,false,3.0,5.0
CF-2-136,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.05558148200310212,false,3.837255850567785,5,18.461050033569336,10.841166496276855,3,false,3.0,5.0
CF-2-137,CN(CCCN)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.05993753228093293,false,3.837255850567785,5,18.509130477905273,10.440176010131836,3,false,3.0,5.0
CF-2-139,CN1CCC(CNC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,Piramal (CF Labs),2.202012212107503,false,3.837255850567785,5,18.630041122436523,10.334924697875977,3,false,3.0,5.0
CF-2-140,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.6527516692990689,false,3.837255850567785,5,18.74043083190918,10.369071960449219,3,false,3.0,5.0
CF-2-141,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,Piramal (CF Labs),-0.28781812275780067,false,3.837255850567785,5,18.58429718017578,10.402412414550781,3,false,3.0,5.0
CF-2-142,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.38663195149416096,false,3.837255850567785,5,18.464271545410156,10.810860633850098,3,false,3.0,5.0
CF-2-143,CN(C)CCN(C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.6125481700100146,false,3.837255850567785,5,18.449548721313477,10.7335205078125,3,false,3.0,5.0
CF-2-145,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),-0.7856982300802697,false,3.837255850567785,5,18.391948699951172,10.710088729858398,3,false,3.0,5.0
CF-2-146,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.1861456673935675,false,3.837255850567785,5,17.955276489257812,10.975337982177734,3,false,3.0,5.0
CF-2-147,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),2.6084171913066685,false,3.837255850567785,5,18.48102569580078,10.785421371459961,3,false,3.0,5.0
CF-2-148,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.012854764186705026,false,3.837255850567785,5,18.27775001525879,10.828900337219238,3,false,3.0,5.0
CF-2-150,CN1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,Piramal (CF Labs),2.3385388523938104,false,3.837255850567785,5,18.44244384765625,10.759300231933594,3,false,3.0,5.0
CF-2-152,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.9661154269529021,false,3.837255850567785,5,18.3856143951416,10.716864585876465,3,false,3.0,5.0
CF-2-153,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,Piramal (CF Labs),-0.4885389016823467,false,3.837255850567785,5,18.372549057006836,10.809825897216797,3,false,3.0,5.0
CF-2-156,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4Cl)C3=O)ccc2C)CC1,Piramal (CF Labs),0.7883291013192472,false,3.837255850567785,5,17.317188262939453,9.287721633911133,3,false,3.0,5.0
CF-2-157,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NC1CCN(C)CC1,Piramal (CF Labs),2.717560100472961,false,3.837255850567785,5,17.458505630493164,9.322263717651367,3,false,3.0,5.0
CF-2-160,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCNC(=O)OC(C)(C)C,Piramal (CF Labs),2.909394634657932,false,3.837255850567785,5,17.513320922851562,10.27911376953125,3,false,3.0,5.0
CF-2-161,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCN.Cl,Piramal (CF Labs),-0.6415652984903014,false,3.837255850567785,5,17.6622371673584,9.653772354125977,3,false,3.0,5.0
CF-2-162,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N1CCN(C)CC1,Piramal (CF Labs),-0.04531573320478738,false,3.837255850567785,5,17.299196243286133,9.388284683227539,3,false,3.0,5.0
CF-2-163,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCC1CCN(C)CC1,Piramal (CF Labs),2.5418534528173042,false,3.837255850567785,5,17.440874099731445,9.678407669067383,3,false,3.0,5.0
CF-2-167,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N(C)CCN(C)C.O=CO,Piramal (CF Labs),2.857659851817425,false,3.837255850567785,5,17.31138038635254,10.599230766296387,3,false,3.0,5.0
CF-2-168,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4F)C3=O)ccc2C)CC1,Piramal (CF Labs),1.5756558594904384,false,3.837255850567785,5,17.11490249633789,10.370909690856934,3,false,3.0,5.0
CF-2-169,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NC1CCN(C)CC1,Piramal (CF Labs),2.4306240100975187,false,3.837255850567785,5,17.355661392211914,10.331916809082031,3,false,3.0,5.0
CF-2-170,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCCNC(=O)OC(C)(C)C,Piramal (CF Labs),-0.07811060728170272,false,3.837255850567785,5,16.917192459106445,11.190430641174316,3,false,3.0,5.0
CF-2-178,O=C(CCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),2.473066459538685,false,3.837255850567785,5,17.687891006469727,12.018168449401855,3,false,3.0,5.0
CF-2-181,NC(=O)c1cc(N[C@H]2CCN(c3ccccc3)C2=O)ccc1Cl,Piramal (CF Labs),2.505242889483347,false,3.837255850567785,5,15.11886215209961,9.580501556396484,3,false,3.0,5.0
CF-2-184,COc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,Piramal (CF Labs),0.531769410246588,false,3.837255850567785,5,14.777894020080566,9.631980895996094,3,false,3.0,5.0
CF-2-192,CCc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,Piramal (CF Labs),5.467107978679741,true,3.837255850567785,5,14.780755996704102,9.601571083068848,3,false,3.0,5.0
CF-2-194,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(F)(F)F)c3)C2=O)cc1,Piramal (CF Labs),-0.5955812803060881,false,3.837255850567785,5,14.073793411254883,10.43871021270752,3,false,3.0,5.0
CF-2-195,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCc4c[nH]c5ccccc45)c3)C2=O)cc1,Piramal (CF Labs),-0.8665098892560215,false,3.837255850567785,5,13.989460945129395,10.48591423034668,3,false,3.0,5.0
CF-2-197,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCN(C)CC4)c3)C2=O)cc1,Piramal (CF Labs),-0.811795914286607,false,3.837255850567785,5,14.098228454589844,10.148995399475098,3,false,3.0,5.0
CF-2-199,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCOCC4)c3)C2=O)cc1,Piramal (CF Labs),2.151859157259673,false,3.837255850567785,5,14.031161308288574,10.196834564208984,3,false,3.0,5.0
CF-2-200,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NC4CCN(C)CC4)c3)C2=O)cc1,Piramal (CF Labs),0.6983577589329186,false,3.837255850567785,5,14.05898380279541,10.304019927978516,3,false,3.0,5.0
CF-2-201,CC(=O)N1CCC(NC(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,Piramal (CF Labs),0.1170122021521509,false,3.837255850567785,5,13.997014045715332,10.25523853302002,3,false,3.0,5.0
CF-2-205,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4c[nH]cn4)c3)C2=O)cc1,Piramal (CF Labs),6.337161471114092,true,3.837255850567785,5,14.038904190063477,10.384444236755371,3,false,3.0,5.0
CF-2-206,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4cocn4)c3)C2=O)cc1,Piramal (CF Labs),2.906614728813024,false,3.837255850567785,5,14.001285552978516,10.369458198547363,3,false,3.0,5.0
CF-2-207,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,Piramal (CF Labs),-0.35560666616068043,false,3.837255850567785,5,14.56262493133545,10.664873123168945,3,false,3.0,5.0
CF-2-209,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,Piramal (CF Labs),-0.25476830796710037,false,3.837255850567785,5,15.23029899597168,10.84376049041748,3,false,3.0,5.0
CF-2-211,COC(=O)CCNC(=O)c1cc(N[C@H]2CCN(c3ccc(C)cc3)C2=O)ccc1Cl,Piramal (CF Labs),-0.07562744075826791,false,3.837255850567785,5,14.055459976196289,10.422904014587402,3,false,3.0,5.0
CF-2-212,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(=O)O)c3)C2=O)cc1,Piramal (CF Labs),2.720692692548038,false,3.837255850567785,5,14.052522659301758,10.41610336303711,3,false,3.0,5.0
CF-2-213,COC(=O)C1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,Piramal (CF Labs),-0.41746191362273094,false,3.837255850567785,5,14.1712646484375,10.09660530090332,3,false,3.0,5.0
CF-2-214,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCC(C(=O)O)CC4)c3)C2=O)cc1,Piramal (CF Labs),-0.04607244630199226,false,3.837255850567785,5,14.153587341308594,10.07961654663086,3,false,3.0,5.0
CF-2-216,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N(C)CC(=O)O)c3)C2=O)cc1,Piramal (CF Labs),2.313064655083397,false,3.837255850567785,5,14.120674133300781,10.179291725158691,3,false,3.0,5.0
CF-2-217-Int-12,NCCCNC(=O)c1ccc(NC2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),-0.1704108866858407,false,3.837255850567785,5,17.760498046875,11.756930351257324,3,false,3.0,5.0
CF-2-218,O=C(NCCCNC(=O)C1CC1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),7.538177818464019,true,3.837255850567785,5,17.681745529174805,11.86785888671875,3,false,3.0,5.0
CF-2-219,CCNC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,Piramal (CF Labs),-0.430623419961011,false,3.837255850567785,5,17.626834869384766,11.826141357421875,3,false,3.0,5.0
CF-2-220,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@@H]1CCOC1,Piramal (CF Labs),2.5260212439841006,false,3.837255850567785,5,17.56491470336914,11.920331954956055,3,false,3.0,5.0
CF-2-221,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@H]1CCOC1,Piramal (CF Labs),1.9396212538485034,false,3.837255850567785,5,17.674781799316406,12.023564338684082,3,false,3.0,5.0
