compound_id,canonical_smiles,fold,is_binder,pKD_global_mean,oof_p_binder_xgb_morgan_fp_pocket
CF-2-123,NCCCNC(=O)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,2.949706990973341,0.22646313905715942
CF-2-126,CN1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.13443833130731178,0.135898619890213
CF-2-127,CN1CCC(CNC(=O)c2cccc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.35210328801459784,0.26130157709121704
CF-2-128,O=C(NCc1ccccc1)c1cccc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,1.7434259932658895,0.26010581851005554
CF-2-130,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,2.7533878027660745,0.10125202685594559
CF-2-132,CC(=O)N1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,0.10011850246257825,0.24496173858642578
CF-2-133,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,1.8134914007633611,0.13322043418884277
CF-2-134,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.5338569645679782,0.12496665865182877
CF-2-135,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,2.8834071720673347,0.10919973999261856
CF-2-136,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.05558148200310212,0.1256372332572937
CF-2-137,CN(CCCN)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.05993753228093293,0.09146518260240555
CF-2-139,CN1CCC(CNC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,2.202012212107503,0.10920483618974686
CF-2-140,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.6527516692990689,0.12940096855163574
CF-2-141,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,-0.28781812275780067,0.6479489207267761
CF-2-142,CN(C)CCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.38663195149416096,0.09320215880870819
CF-2-143,CN(C)CCN(C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.6125481700100146,0.07934834808111191
CF-2-145,CN1CCC(NC(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,-0.7856982300802697,0.1262102723121643
CF-2-146,CC(C)(C)OC(=O)NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.1861456673935675,0.10793415457010269
CF-2-147,NCCCNC(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,2.6084171913066685,0.10434924066066742
CF-2-148,CN(CCCNC(=O)OC(C)(C)C)C(=O)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.012854764186705026,0.10096663236618042
CF-2-150,CN1CCN(C(=O)c2ccnc(N[C@H]3CCN(c4ccccc4F)C3=O)c2)CC1,5,false,2.3385388523938104,0.128592386841774
CF-2-152,O=C(NCc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.9661154269529021,0.12058734893798828
CF-2-153,O=C(Nc1ccccc1)c1ccnc(N[C@H]2CCN(c3ccccc3F)C2=O)c1,5,false,-0.4885389016823467,0.30630895495414734
CF-2-156,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4Cl)C3=O)ccc2C)CC1,5,false,0.7883291013192472,0.5544741749763489
CF-2-157,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NC1CCN(C)CC1,5,false,2.717560100472961,0.37223535776138306
CF-2-160,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCNC(=O)OC(C)(C)C,5,false,2.909394634657932,0.26374682784080505
CF-2-161,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N(C)CCCN.Cl,5,false,-0.6415652984903014,0.15570031106472015
CF-2-162,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)N1CCN(C)CC1,5,false,-0.04531573320478738,0.5948193669319153
CF-2-163,Cc1ccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)cc1C(=O)NCC1CCN(C)CC1,5,false,2.5418534528173042,0.32614490389823914
CF-2-167,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)N(C)CCN(C)C.O=CO,5,false,2.857659851817425,0.1131773367524147
CF-2-168,CC(=O)N1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccccc4F)C3=O)ccc2C)CC1,5,false,1.5756558594904384,0.1546291708946228
CF-2-169,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NC1CCN(C)CC1,5,false,2.4306240100975187,0.0961286798119545
CF-2-170,Cc1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1C(=O)NCCCNC(=O)OC(C)(C)C,5,false,-0.07811060728170272,0.15104742348194122
CF-2-178,O=C(CCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,2.473066459538685,0.2927100956439972
CF-2-181,NC(=O)c1cc(N[C@H]2CCN(c3ccccc3)C2=O)ccc1Cl,5,false,2.505242889483347,0.6623148918151855
CF-2-184,COc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,5,false,0.531769410246588,0.6747112274169922
CF-2-192,CCc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(N)=O)c3)C2=O)cc1,5,true,5.467107978679741,0.3842933177947998
CF-2-194,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(F)(F)F)c3)C2=O)cc1,5,false,-0.5955812803060881,0.6313770413398743
CF-2-195,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCc4c[nH]c5ccccc45)c3)C2=O)cc1,5,false,-0.8665098892560215,0.43414145708084106
CF-2-197,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCN(C)CC4)c3)C2=O)cc1,5,false,-0.811795914286607,0.5519877076148987
CF-2-199,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCOCC4)c3)C2=O)cc1,5,false,2.151859157259673,0.4913972318172455
CF-2-200,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NC4CCN(C)CC4)c3)C2=O)cc1,5,false,0.6983577589329186,0.31800517439842224
CF-2-201,CC(=O)N1CCC(NC(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,5,false,0.1170122021521509,0.6136349439620972
CF-2-205,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4c[nH]cn4)c3)C2=O)cc1,5,true,6.337161471114092,0.29986196756362915
CF-2-206,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCc4cocn4)c3)C2=O)cc1,5,false,2.906614728813024,0.3511689305305481
CF-2-207,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,5,false,-0.35560666616068043,0.6536734104156494
CF-2-209,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCCNC(=O)OC(C)(C)C)c3)C2=O)cc1,5,false,-0.25476830796710037,0.5800976157188416
CF-2-211,COC(=O)CCNC(=O)c1cc(N[C@H]2CCN(c3ccc(C)cc3)C2=O)ccc1Cl,5,false,-0.07562744075826791,0.5744377970695496
CF-2-212,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)NCCC(=O)O)c3)C2=O)cc1,5,false,2.720692692548038,0.6588929891586304
CF-2-213,COC(=O)C1CCN(C(=O)c2cc(N[C@H]3CCN(c4ccc(C)cc4)C3=O)ccc2Cl)CC1,5,false,-0.41746191362273094,0.5556049942970276
CF-2-214,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N4CCC(C(=O)O)CC4)c3)C2=O)cc1,5,false,-0.04607244630199226,0.5793524980545044
CF-2-216,Cc1ccc(N2CC[C@H](Nc3ccc(Cl)c(C(=O)N(C)CC(=O)O)c3)C2=O)cc1,5,false,2.313064655083397,0.7382529973983765
CF-2-217-Int-12,NCCCNC(=O)c1ccc(NC2CCN(c3ccccc3F)C2=O)cc1,5,false,-0.1704108866858407,0.23011359572410583
CF-2-218,O=C(NCCCNC(=O)C1CC1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,true,7.538177818464019,0.28454846143722534
CF-2-219,CCNC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,-0.430623419961011,0.3498086929321289
CF-2-220,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@@H]1CCOC1,5,false,2.5260212439841006,0.5715163350105286
CF-2-221,O=C(NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1)O[C@H]1CCOC1,5,false,1.9396212538485034,0.5715163350105286
CF-2-223,Cn1cnc(C(=O)NCCCNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)c1,5,false,-0.04332663098807515,0.4036494791507721
CF-2-224,O=C(NCCCNc1ncc(F)cn1)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,true,5.369685160007767,0.750603199005127
CF-2-229,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccc(Cl)cc3)C2=O)cc1,5,false,0.23481189755376256,0.38838163018226624
CF-2-230,Cc1ccc(N2CC[C@H](Nc3ccc(C(=O)NCCCNC(=O)OC(C)(C)C)cc3)C2=O)cc1,5,false,1.0020947481588218,0.5466234087944031
CF-2-232,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1,5,false,2.6016640010017387,0.3691409230232239
CF-2-235,CC(C)(C)OC(=O)NCCCNC(=O)c1ccc(N[C@H]2CCN(c3cc(F)ccc3F)C2=O)cc1,5,false,-0.37336133606287975,0.31903865933418274
CF-2-239,CC(C)(CNC(=O)OC(C)(C)C)CNC(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,2.2857534577302956,0.2776467800140381
CF-2-241,CC(C)(C)OC(=O)N1CCC(CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,0.16977811910125842,0.2807171642780304
CF-2-243,CC(C)(C)OC(=O)NC1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,-0.4605474119508196,0.31089669466018677
CF-2-244,CC(C)(C)OC(=O)N1CC[C@H](CNC(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)C1,5,false,0.7184314865553708,0.21970312297344208
CF-2-247,COc1cc(N[C@H]2CCN(c3ccccc3F)C2=O)ccc1C(=O)NCCCNC(=O)OC(C)(C)C,5,false,2.976404849396127,0.19758479297161102
CF-2-250,COc1cc(C(=O)NCCCNC(=O)OC(C)(C)C)ccc1N[C@H]1CCN(c2ccccc2F)C1=O,5,false,1.8627209518107168,0.07746034115552902
CF-2-253,Cc1ccc(N2CC[C@H](NS(=O)(=O)N3CCC(C)CC3)C2=O)cc1,5,false,2.7937147762361034,0.07377045601606369
CF-2-255,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3Cl)C2=O)CC1,5,false,0.22274923215878079,0.06950872391462326
CF-2-257,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(C4CC4)cc3)C2=O)CC1,5,false,-0.42520327835248894,0.0797964334487915
CF-2-259,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)cc3F)C2=O)CC1,5,false,2.708970069302816,0.06969700753688812
CF-2-26,O=C(NC1CCN(c2c(F)cccc2F)C1=O)c1ccccc1,5,false,2.538875595834802,0.07586682587862015
CF-2-260,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)c(F)c3)C2=O)CC1,5,false,-0.45400734026457096,0.07336795330047607
CF-2-261,CC1CCN(S(=O)(=O)N[C@H]2CCN(c3cccc(Cl)c3)C2=O)CC1,5,false,0.4007529835909973,0.07468681037425995
CF-2-262,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3)C2=O)CC1,5,false,2.361890330077742,0.1305030882358551
CF-2-263,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(C)cc3)C2=O)CC1,5,false,2.4284642347931684,0.1377393901348114
CF-2-264,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(Cl)cc3)C2=O)CC1,5,false,2.755723914640768,0.14002038538455963
CF-2-267,CC(=O)Nc1ccc(C(NC(=O)Cc2ccccc2Cl)c2ccccc2F)cc1,1,false,1.1201803810880488,0.08437468111515045
CF-2-268,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccc(F)cc3F)C2=O)CC1,5,false,-0.3125044859143467,0.14691254496574402
CF-2-269,COc1cccc(N2CC[C@H](NS(=O)(=O)N3CCN(C(C)=O)CC3)C2=O)c1,5,false,-0.5966605384094432,0.11874283850193024
CF-2-270,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3cccc(Cl)c3)C2=O)CC1,5,false,2.899120917196493,0.12497324496507645
CF-2-271,CC(=O)N1CCN(S(=O)(=O)N[C@H]2CCN(c3ccccc3Cl)C2=O)CC1,5,false,2.748676067918001,0.14726930856704712
CF-2-272,CN1CCN(C(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,0,false,-0.559302873479378,0.28994855284690857
CF-2-273,CN1CCN(C(=O)[C@H]2CC(=O)N(c3ccccc3)C2)CC1,0,false,0.12619065297624713,0.28994855284690857
CF-2-276,COc1cccc(N2C[C@H](C(=O)N3CCN(C)CC3)CC2=O)c1,0,false,-0.5548041959795535,0.24125322699546814
CF-2-277,COc1cccc(N2C[C@@H](C(=O)N3CCN(C)CC3)CC2=O)c1,0,false,-0.5088877916420822,0.24125322699546814
CF-2-282,CN1CCN(C(=O)[C@@H]2CC(=O)N(c3cccc(Cl)c3)C2)CC1,0,false,0.6861354505189226,0.26763421297073364
CF-2-283,CN1CCN(C(=O)[C@H]2CC(=O)N(c3cccc(Cl)c3)C2)CC1,0,false,-0.6764156247290205,0.26763421297073364
CF-2-29,O=C(Cc1ccccc1Cl)NC1CCN(c2c(F)cccc2F)C1=O,5,false,2.9386253227194046,0.08050702512264252
CF-2-30,O=C(CCc1ccccc1)NC1CCN(c2c(F)cccc2F)C1=O,5,false,2.350303731370942,0.10100264102220535
CF-2-32,O=C(COc1ccccc1)NC1CCN(c2c(F)cccc2F)C1=O,5,false,2.757357278731852,0.09335128217935562
CF-2-50,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2)C1,0,false,2.398590955300132,0.19129103422164917
CF-2-54,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2)C1,0,false,2.478905811601777,0.05541403219103813
CF-2-57,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,false,2.7397745364835795,0.079490065574646
CF-2-58,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,0,false,2.8348142975541957,0.12041644006967545
CF-2-60,CN(C)CCNC(=O)C1CC(=O)N(c2ccccc2F)C1.O=CO,0,false,2.9401891113864207,0.1233891025185585
CF-2-61,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2F)C1,0,false,2.338261156273633,0.14906927943229675
CF-2-62,CN1CCC(NC(=O)C2CC(=O)N(c3ccccc3F)C2)CC1.O=CO,0,false,2.6177492978202186,0.05482940003275871
CF-2-63,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2)C1.O=CO,0,false,2.5304679649542203,0.05323568731546402
CF-2-64,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2F)C1,0,false,2.7342042242570033,0.044746797531843185
CF-2-65,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2F)C1,0,false,2.9692512743964596,0.045423973351716995
CF-2-68,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2F)C1,0,false,2.759657116183326,0.09300848096609116
CF-2-72,CC(C)(C)OC(=O)NCCCNC(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.4151456421750845,0.13202880322933197
CF-2-74,CN1CCC(CNC(=O)C2CC(=O)N(c3ccccc3Cl)C2)CC1,0,false,2.9334055225206086,0.05613929405808449
CF-2-75,CN(C)CCN(C)C(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.9478516774507333,0.04208725690841675
CF-2-76,CN(CCCNC(=O)OC(C)(C)C)C(=O)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.5529463231652856,0.040038879960775375
CF-2-79,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.8842992509601997,0.08288871496915817
CF-2-80,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2Cl)C1,0,false,2.7648528485816786,0.09939809143543243
CF-2-81,O=C(C1CC(=O)N(c2ccccc2Cl)C1)N1CCOCC1,0,false,2.965846417549967,0.2393835037946701
CF-2-83,CN(C)CCN(C)C(=O)c1cccc(N[C@H]2CCN(c3ccccc3Cl)C2=O)c1,5,false,2.9068577550015418,0.23782934248447418
CF-2-84,CC(=O)N1CCN(C(=O)c2cccc(N[C@H]3CCN(c4ccccc4Cl)C3=O)c2)CC1,5,false,2.911108513915525,0.2422776073217392
CF-2-95,CN(C)CCN(C)C(=O)c1ccc(N[C@H]2CCN(c3ccccc3F)C2=O)cc1,5,false,2.766279019969409,0.3118436634540558
CF-2-96,CC(=O)N1CCN(C(=O)c2ccc(N[C@H]3CCN(c4ccccc4F)C3=O)cc2)CC1,5,false,2.767190791244673,0.22108836472034454
CF-3-08,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1ccccc1,2,false,2.9097426269532916,0.09406408667564392
CF-3-101,Cc1ccc(OCc2ccccc2)c(NC(=O)[C@H]2CCCN2)c1,2,false,2.8335901521410607,0.09053225070238113
CF-3-112,Cc1ccc(OC(F)F)c(NC(=O)CCNC(=O)OC(C)(C)C)c1,2,true,5.104329694137918,0.06218982860445976
CF-3-113,Cc1ccc(OC(F)F)c(NC(=O)CCN)c1,2,false,2.788361075574338,0.06152885779738426
CF-3-117,Cc1ccc(Oc2ccccc2)c(NC(=O)CCN)c1,2,false,0.32693787747855707,0.06304343789815903
CF-3-118,Cc1ccc(OCc2ccccc2)c(NC(=O)CCNC(=O)OC(C)(C)C)c1,2,false,2.8460199904852996,0.10631144046783447
CF-3-12,COc1ccc(C)cc1NC(=O)[C@H](N)Cc1ccc(O)cc1,2,false,2.878280168626377,0.1056811735033989
CF-3-123,COc1ccc(Cl)cc1NC(=O)[C@@H](N)Cc1ccc(O)cc1,2,false,-0.06907327055358141,0.10396449267864227
CF-3-124,COc1ccc(C(F)(F)F)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,2,false,-0.027839650996182224,0.13343185186386108
CF-3-127,COc1ccc(C#N)cc1NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,2,false,-0.21907803100448486,0.23433151841163635
CF-3-132,Cc1ccc(OCCN(C)C)c(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)OC(C)(C)C)c1,2,false,2.9511098512766383,0.1290842592716217
CF-3-133,Cc1ccc(OCCN(C)C)c(NC(=O)[C@@H](N)Cc2ccc(O)cc2)c1,2,false,0.6684108433210035,0.12371769547462463
CF-3-143,COc1ccc(C)cc1NC(=O)CN1CCC(c2c[nH]c3ccccc23)CC1,2,false,2.7210497383384276,0.04109381139278412
CF-3-146,COc1ccc(C)cc1NC(=O)CN1CCC(C(N)=O)CC1,2,false,-1.0083334766002159,0.04750875011086464
CF-3-148,COc1ccc(C)cc1NC(=O)CN1CCC(N2CCCC2=O)CC1,2,false,2.172860954972499,0.045485276728868484
CF-3-150,COc1ccc(C)cc1NC(=O)CN1CC[C@@H](N(C)C)C1,2,false,-0.1948516504887474,0.05114590749144554
CF-3-151,COc1ccc(C)cc1NC(=O)CN1CC[C@H](N(C)C)C1,2,false,0.13004708878636737,0.05114590749144554
